tract,population,state,county,median_income,burglaries_count,burglary_rate,burglaries_per_1000
014400,2111,47,037,42609.0,6.0,0.0028422548555187117,2.8422548555187115
019004,4736,47,037,44267.0,2.0,0.0004222972972972973,0.4222972972972973
015404,2886,47,037,46686.0,0.0,0.0,0.0
018801,5889,47,037,101027.0,1.0,0.00016980811682798438,0.16980811682798438
011001,6746,47,037,43107.0,20.0,0.0029647198339756895,2.9647198339756895
017200,1427,47,037,53148.0,9.0,0.006306937631394534,6.3069376313945344
015700,1704,47,037,55938.0,2.0,0.0011737089201877935,1.1737089201877935
018202,7222,47,037,57500.0,1.0,0.00013846579894765993,0.13846579894765992
015900,2865,47,037,18520.0,9.0,0.0031413612565445027,3.141361256544503
012702,2908,47,037,55714.0,6.0,0.0020632737276478678,2.063273727647868
019114,14022,47,037,90558.0,8.0,0.0005705320211096848,0.5705320211096847
010401,5014,47,037,48521.0,4.0,0.0007977662544874351,0.7977662544874351
017800,5498,47,037,85189.0,1.0,0.00018188432157148054,0.18188432157148055
019109,5476,47,037,52694.0,4.0,0.0007304601899196494,0.7304601899196493
017500,2967,47,037,36283.0,7.0,0.0023592854735422987,2.3592854735422986
015613,5252,47,037,37656.0,3.0,0.0005712109672505713,0.5712109672505713
010301,3395,47,037,51918.0,1.0,0.0002945508100147275,0.29455081001472755
010402,6701,47,037,31827.0,10.0,0.0014923145799134458,1.4923145799134458
010802,3685,47,037,44913.0,5.0,0.0013568521031207597,1.3568521031207597
010904,3213,47,037,23514.0,4.0,0.0012449424214130097,1.2449424214130098
011002,2553,47,037,49926.0,1.0,0.0003916960438699569,0.3916960438699569
011100,4037,47,037,85978.0,4.0,0.0009908347783007183,0.9908347783007183
015614,4256,47,037,59493.0,5.0,0.001174812030075188,1.1748120300751879
017300,3382,47,037,55625.0,5.0,0.0014784151389710231,1.4784151389710232
015622,4313,47,037,88727.0,3.0,0.0006955715279387897,0.6955715279387896
019006,5309,47,037,47866.0,7.0,0.0013185157280090412,1.3185157280090412
019117,5433,47,037,83045.0,6.0,0.0011043622308117063,1.1043622308117063
018803,3665,47,037,82849.0,2.0,0.0005457025920873125,0.5457025920873124
017702,5210,47,037,107813.0,2.0,0.00038387715930902113,0.3838771593090211
017701,2466,47,037,134786.0,3.0,0.0012165450121654502,1.2165450121654502
018804,5164,47,037,124470.0,3.0,0.0005809450038729666,0.5809450038729667
019118,6517,47,037,56005.0,7.0,0.0010741138560687433,1.0741138560687433
015630,4742,47,037,57172.0,4.0,0.0008435259384226065,0.8435259384226065
018904,3773,47,037,61250.0,8.0,0.0021203286509408957,2.1203286509408956
018905,3247,47,037,64537.0,9.0,0.002771789344009855,2.771789344009855
013601,3320,47,037,26946.0,4.0,0.0012048192771084338,1.2048192771084338
018301,8254,47,037,87591.0,9.0,0.001090380421613763,1.090380421613763
018302,2774,47,037,96576.0,0.0,0.0,0.0
015631,12176,47,037,75579.0,5.0,0.00041064388961892245,0.41064388961892245
